"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"8113","Skin Tyee","First Nations","53.998413086","-125.879394531","124","2001","70.2916666666667","230.454286762693"
"8114","Shxw'ow'hamel First Nation","First Nations","49.341846","-121.607881","151","2001","70.2916666666667","229.03375379198"
"8115","Ahousaht","First Nations","49.280822754","-126.057800293","183","2001","70.2916666666667","226.910481354627"
"8116","Gwawaenuk Tribe","First Nations","50.923924624","-126.820881738","342","2001","70.2916666666667","231.317543464904"
"8117","T'Sou-ke First Nation","First Nations","48.386230469","-123.695495605","235","2001","70.2916666666667","227.130162186065"
"8118","Sheshatshiu Innu First Nation","First Nations","53.518798828","-60.146179199","93","2001","70.3309523809524","318.094811984568"
"8119","Yakweakwioose","First Nations","49.133055556","-121.938055556","458","2001","70.2916666666667","224.24702131791"
"8120","Cape Mudge","First Nations","50.018055556","-125.293055556","18","2001","70.2916666666667","254.756988491536"
"8121","Pabineau","First Nations","47.532222222","-65.669166667","274","2001","70.3309523809524","291.738571905117"
"8122","Sts'ailes","First Nations","49.297790527","-121.910888672","16","2001","70.2916666666667","256.622575085355"
"8123","Bande des Innus de Pessamit","First Nations","48.938301756","-68.638164685","340","2001","71.3319444444444","257.802744740811"
"8124","Oregon Jack Creek","First Nations","50.619628906","-121.319580078","451","2001","70.2916666666667","275.860481062274"
"8125","Eastmain","First Nations","52.234169403","-78.518392033","505","2001","68.3095238095238","235.681749481963"
"8126","Adams Lake","First Nations","50.819030762","-119.734008789","496","2001","70.2916666666667","223.106309997217"
"8127","Yunesit'in Government","First Nations","51.931030273","-123.145080566","378","2001","70.2916666666667","326.3268862927"
"8128","Shxwhá:y Village","First Nations","49.171111111","-121.998888889","343","2001","70.2916666666667","256.559806479308"
"8129","Pauquachin","First Nations","48.622802734","-123.457885742","344","2001","70.2916666666667","224.193983331"
"8130","Osoyoos","First Nations","49.18515918","-119.532774034","407","2001","70.2916666666667","228.930832258696"
"8131","Cree Nation of Wemindji","First Nations","53.000164385","-78.811970518","102","2001","68.3095238095238","228.366002095266"
"8132","Lytton","First Nations","50.25604248","-121.591064453","168","2001","70.2916666666667","223.587368256593"
"8133","Nuchatlaht","First Nations","49.989624023","-126.941711426","107","2001","70.2916666666667","231.887533901658"
"8134","Boothroyd","First Nations","49.961791992","-121.483398438","269","2001","70.2916666666667","228.626271618537"
"8135","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","2001","70.2916666666667","334.451160095474"
"8136","Lennox Island","First Nations","46.600664","-63.855921","542","2001","70.3309523809524","231.223725292141"
"8137","Matsqui","First Nations","49.106944444","-122.348055556","242","2001","70.2916666666667","281.422777066178"
"8138","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","2001","70.2916666666667","284.407919328417"
"8139","Cheam","First Nations","49.18974","-121.784241","403","2001","70.2916666666667","227.388954050062"
"8140","Wawakapewin","First Nations","53.445083861","-89.141571647","474","2001","68.0595238095238","273.277457309148"
"8141","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","2001","71.3319444444444","219.333238712535"
"8142","Martin Falls","First Nations","51.656944444","-85.918055556","481","2001","68.0595238095238","234.704421397204"
"8143","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","2001","78.6236111111111","223.675957558562"
"8144","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","2001","70.2916666666667","254.892079134913"
"8145","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","2001","71.3319444444444","229.536327750581"
"8146","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","2001","70.2916666666667","296.268241459581"
"8147","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","2001","68.3095238095238","226.161051885019"
"8148","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","2001","72.7666666666667","233.532754889536"
"8149","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","2001","70.2916666666667","383.528370792868"
"8150","Kwakiutl","First Nations","50.693888889","-127.411944444","500","2001","70.2916666666667","231.977289231048"
"8151","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","2001","72.7666666666667","241.446074724478"
"8152","Lower Nicola","First Nations","50.138427734","-120.858764648","40","2001","70.2916666666667","238.341303192146"
"8153","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","2001","70.2916666666667","373.774650934135"
"8154","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","2001","70.2916666666667","234.137842564563"
"8155","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","2001","70.2916666666667","249.100272007784"
"8156","Tsartlip","First Nations","48.585021973","-123.457275391","550","2001","70.2916666666667","336.27995494964"
"8157","Saint Mary's","First Nations","45.97195093","-66.632675405","136","2001","71.3319444444444","227.241105140705"
"8158","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","2001","70.2916666666667","221.886338843077"
"8159","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","2001","70.2916666666667","319.698396515888"
"8160","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","2001","70.2916666666667","299.999136632811"
"8161","Inuvik Native","First Nations","68.410217285","-133.814697266","427","2001","65.5736111111111","313.132693281115"
"8162","Skwah","First Nations","49.176111111","-121.978888889","401","2001","70.2916666666667","309.28150278557"
"8163","Albany","First Nations","52.207757","-81.684454","388","2001","68.3095238095238","306.231489768819"
"8164","Wapekeka","First Nations","53.721191406","-89.538879395","368","2001","68.0595238095238","303.412204791215"
"8165","Coldwater","First Nations","50.03302002","-120.859680176","520","2001","70.2916666666667","304.19118949703"
"8166","Xaxli'p","First Nations","50.736111111","-121.863888889","6","2001","70.2916666666667","299.118749247932"
"8167","Toquaht","First Nations","48.993591309","-125.383789063","90","2001","70.2916666666667","300.645100914571"
"8168","Campbell River","First Nations","50.03268","-125.257981","506","2001","70.2916666666667","298.553662606643"
"8169","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","2001","70.2916666666667","319.432207848806"
"8170","Seton Lake","First Nations","50.732566391","-122.22924754","456","2001","70.2916666666667","303.167940294546"
"8171","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","2001","68.0595238095238","305.360354841647"
"8172","Esquimalt","First Nations","48.445007324","-123.429992676","275","2001","70.2916666666667","297.533601419842"
"8173","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","2001","70.2916666666667","301.303071475274"
"8174","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","2001","72.7666666666667","306.185428268516"
"8175","Kispiox","First Nations","55.348888889","-127.696111111","109","2001","70.2916666666667","298.093558853765"
"8176","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","2001","70.2916666666667","303.636344835406"
"8177","Millbrook","First Nations","45.331388889","-63.298333333","127","2001","72.9361111111111","301.793882437892"
"8178","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","2001","70.2916666666667","312.608254138482"
"8179","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","2001","70.2916666666667","298.833389275197"
"8180","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","2001","68.0595238095238","299.938031805697"
"8181","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","2001","70.2916666666667","296.650915065387"
"8182","Skowkale","First Nations","49.136944444","-121.941111111","225","2001","70.2916666666667","300.880669580408"
"8183","Upper Nicola","First Nations","50.143432617","-120.282897949","548","2001","70.2916666666667","302.332059060232"
"8184","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","2001","70.2916666666667","305.331192747152"
"8185","Sechelt","First Nations","49.477399319","-123.745054627","75","2001","70.2916666666667","298.862617812998"
"8186","High Bar","First Nations","51.113037109","-122.018066406","35","2001","70.2916666666667","303.432027156838"
"8187","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","2001","70.2916666666667","306.135473181129"
"8188","Attawapiskat","First Nations","52.92352","-82.423773","316","2001","68.3095238095238","295.532079868249"
"8189","Tla-o-qui-aht First Nations","First Nations","49.178039551","-125.911071777","13","2001","70.2916666666667","296.620559000718"
"8190","Potlotek First Nation","First Nations","45.683837891","-60.76739502","473","2001","70.3309523809524","306.7162087888"
"8191","Mohawks of Kanesatake","First Nations","45.483481924","-74.130431116","217","2001","72.7666666666667","306.897595529979"
"8192","Homalco","First Nations","49.951938","-125.243754","390","2001","70.2916666666667","228.512356885298"
"8193","Tahltan","First Nations","57.909423828","-131.163574219","147","2001","70.2916666666667","234.050983314946"
"8194","Kwikwetlem First Nation","First Nations","49.23040509","-122.805099874","517","2001","70.2916666666667","338.934170447958"
"8195","Kwikwasut'inuxw Haxwa'mis","First Nations","50.588662375","-126.929522977","284","2001","70.2916666666667","220.415693052261"
"8196","Skatin Nations","First Nations","49.941944444","-122.408888889","359","2001","70.2916666666667","285.455506402659"
"8197","Glen Vowell","First Nations","55.308055556","-127.683055556","354","2001","70.2916666666667","249.506331236728"
"8198","Mowachaht/Muchalaht","First Nations","49.684204102","-126.120605469","434","2001","70.2916666666667","325.050166737535"
"8199","Montagnais de Natashquan","First Nations","50.132385254","-61.801574707","16","2001","70.3309523809524","258.050513339444"
"8200","Spuzzum","First Nations","49.661193848","-121.413879395","256","2001","70.2916666666667","301.489715985772"
"8201","Mamalilikulla-Qwe'Qwa'Sot'Em","First Nations","50.594238281","-126.682312012","356","2001","70.2916666666667","279.185932872482"
"8202","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","2001","65.5736111111111","231.368933059904"
"8203","Esk'etemc","First Nations","51.788635254","-122.229675293","546","2001","70.2916666666667","251.787927249575"
"8204","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","2001","70.2916666666667","220.687249898009"
"8205","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","2001","70.2916666666667","224.2799685435"
"8206","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","2001","65.5736111111111","289.050022356739"
"8207","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","2001","70.2916666666667","314.328694151653"
"8208","Burns Lake","First Nations","54.238155509","-125.768232123","68","2001","70.2916666666667","230.787187759891"
"8209","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","2001","68.0595238095238","239.249155087374"
"8210","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","2001","70.2916666666667","225.297296960819"
"8211","New Westminster","First Nations","49.212777778","-122.917222222","46","2001","70.2916666666667","313.075493432922"
"8212","Nain","Inuit","56.550322","-61.687865","1188","2002","65.9464285714286","324.249675385732"
"8213","Hopedale","Inuit","55.457954","-60.211485","556","2002","75.2847222222222","304.550415502655"
"8214","Rigolet","Inuit","54.179159","-58.429221","306","2002","75.2847222222222","317.68397215096"
"8215","Postville","Inuit","54.908564","-59.770497","206","2002","75.2847222222222","313.832781655414"
"8216","Makkovik","Inuit","55.09036","-59.176172","561","2002","75.2847222222222","310.782768638663"
"8217","Inukjuak","Inuit","58.455121","-78.105103","1597","2002","65.9595238095238","307.963483661059"
"8218","Ivujivik","Inuit","62.416667","-77.916667","370","2002","63.8738095238095","308.742468366875"
